imdbID,content,date,director,leadActor,rotten_tomatoes_rating
0054357,A Swiss family must survive being shipwrecked on a deserted island.,21 Dec 1960,Ken Annakin,"John Mills, Dorothy McGuire, James MacArthur",83%
0059793,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.",02 Dec 1965,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine",94%
0046672,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",20 Jul 1955,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas",90%
0106611,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",01 Oct 1993,Jon Turteltaub,"John Candy, Leon, Doug E. Doug",76%
0109127,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",15 Jul 1994,William Dear,"Danny Glover, Brenda Fricker, Tony Danza",32%
0042332,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother.",04 Mar 1950,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Ilene Woods, James MacDonald, Eleanor Audley",97%
0063819,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",20 Dec 1968,"Wolfgang Reitherman, Ben Sharpsteen","Sebastian Cabot, Sterling Holloway, John Fiedler",N/A
0038166,"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster).",22 Feb 1945,"Norman Ferguson, Clyde Geronimi, Jack Kinney","Aurora Miranda, Carmen Molina, Dora Luz",83%
0057546,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",21 Jun 1964,"Wolfgang Reitherman, Clyde Geronimi, David Hand","Rickie Sorensen, Sebastian Cabot, Karl Swenson",66%
0102798,Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.,14 Jun 1991,Kevin Reynolds,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio",50%
0058331,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",18 Jun 1965,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson",96%
0033563,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",31 Oct 1941,"Samuel Armstrong, Norman Ferguson, Wilfred Jackson","Sterling Holloway, Edward Brophy, Herman Bing",98%
0076538,An orphan boy and his magical dragon come to town with his abusive adoptive parents in pursuit.,03 Nov 1977,"Don Chaffey, Don Bluth","Sean Marshall, Helen Reddy, Jim Dale",56%
0066817,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",13 Dec 1971,"Robert Stevenson, Ward Kimball","Angela Lansbury, David Tomlinson, Roddy McDowall",67%
0043274,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,28 Jul 1951,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Kathryn Beaumont, Ed Wynn, Richard Haydn",84%
0082406,"A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.",10 Jul 1981,"Ted Berman, Richard Rich, Art Stevens","Mickey Rooney, Kurt Russell, Pearl Bailey",71%
0116361,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.",03 Sep 1997,Matthew Bright,"Reese Witherspoon, Kiefer Sutherland, Bokeem Woodbine",76%
0059742,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,01 Apr 1965,Robert Wise,"Julie Andrews, Christopher Plummer, Eleanor Parker",83%
0095016,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,20 Jul 1988,John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia",94%
0104692,A simple man is turned into a genius through the application of computer science.,06 Mar 1992,Brett Leonard,"Jeff Fahey, Pierce Brosnan, Jenny Wright",37%
0117582,"London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, anarchists. Verloc has made his living spying for the Russian government, an agent provocateur of sorts, while simultaneously prov...",08 Nov 1996,Christopher Hampton,"Bob Hoskins, Patricia Arquette, Gérard Depardieu",50%
0117589,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",28 Feb 1997,Mike Leigh,"Timothy Spall, Brenda Blethyn, Phyllis Logan",95%
0117887,"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",04 Oct 1996,Tom Hanks,"Tom Hanks, Liv Tyler, Charlize Theron",94%
0117924,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.",25 Oct 1996,Michael Pressman,"Peter Gallagher, Michelle Pfeiffer, Claire Danes",14%
0115640,"Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than fr...",09 Oct 1996,Hettie Macdonald,"Glen Berry, Linda Henry, Scott Neal",91%
0116908,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past.",11 Oct 1996,Renny Harlin,"Geena Davis, Samuel L. Jackson, Yvonne Zima",68%
0116409,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,11 Oct 1996,Stephen Hopkins,"Michael Douglas, Val Kilmer, Tom Wilkinson",50%
0116913,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",11 Oct 1996,Al Pacino,"Al Pacino, Alec Baldwin, Kevin Spacey",82%
0117958,"Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".",11 Oct 1996,Steve Buscemi,"Steve Buscemi, Carol Kane, Mark Boone Junior",81%
0117202,"Chris is young idealistic cop who falls in love and gets married to Pam, a beautiful but emotionally unstable woman who suffers from alcoholism and drug addiction. While Chris is trying hard to have a normal life and some money, P...",25 Oct 1996,John McNaughton,"Ashley Judd, Luke Perry, Bruce A. Young",70%
0116404,"A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.",16 Oct 1996,Spike Lee,"Ossie Davis, Charles S. Dutton, Andre Braugher",89%
0120107,"Bishop, trusted advisor to the president, has shots fired at him when Pachenko comes to him about a traitor in highest level of government. He gets away from the cold blooded assassin twice. Will he find the traitor before getting...",31 Jan 1997,George P. Cosmatos,"Charlie Sheen, Donald Sutherland, Linda Hamilton",3%
0116722,"In late 1800s England, Jude plans to go to the city and attend university but marries early and becomes a stonemason. When his wife leaves, he moves to the city, where he befriends his liberal cousin Sue.",18 Oct 1996,Michael Winterbottom,"Christopher Eccleston, Kate Winslet, Liam Cunningham",81%
0116242,A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,17 Jan 1997,Woody Allen,"Woody Allen, Goldie Hawn, Julia Roberts",77%
0117509,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,01 Nov 1996,Baz Luhrmann,"Leonardo DiCaprio, Claire Danes, John Leguizamo",73%
0117802,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",11 Apr 1997,Doug Liman,"Vince Vaughn, Heather Graham, Jon Favreau",88%
0117665,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",18 Oct 1996,Barry Levinson,"Robert De Niro, Kevin Bacon, Brad Pitt",73%
0115491,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.",13 Aug 1996,Tad Stones,"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin",33%
0029546,"A ballet dancer and a showgirl fake a marriage for publicity purposes, then fall in love.",07 May 1937,Mark Sandrich,"Fred Astaire, Ginger Rogers, Edward Everett Horton",89%
0039286,"A man is murdered, apparently by one of a group of demobilized soldiers he met in a bar. But which one? And why?",15 Aug 1947,Edward Dmytryk,"Robert Young, Robert Mitchum, Robert Ryan",88%
0067992,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,30 Jun 1971,Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum",91%
0055018,A young governess for two children becomes convinced that the house and grounds are haunted.,15 Dec 1961,Jack Clayton,"Deborah Kerr, Peter Wyngarde, Megs Jenkins",95%
0070707,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,17 Dec 1973,Woody Allen,"Woody Allen, Diane Keaton, John Beck",100%
0066808,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",19 Jul 1971,Woody Allen,"Woody Allen, Louise Lasser, Carlos Montalbán",83%
0095159,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister.",29 Jul 1988,"Charles Crichton, John Cleese","John Cleese, Jamie Lee Curtis, Kevin Kline",96%
0079470,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",17 Aug 1979,Terry Jones,"Graham Chapman, John Cleese, Michael Palin",96%
0084865,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",19 Mar 1982,Blake Edwards,"Julie Andrews, James Garner, Robert Preston",97%
0068334,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",05 Aug 1972,Michael Ritchie,"Robert Redford, Peter Boyle, Melvyn Douglas",88%
0059243,"In the early 20th century, two rivals, the heroic Leslie and the despicable Professor Fate, engage in an epic automobile race from New York to Paris.",17 Dec 1965,Blake Edwards,"Tony Curtis, Natalie Wood, Jack Lemmon",72%
0061418,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",14 Aug 1967,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard",89%
0052027,An old Cuban fisherman's dry spell is broken when he hooks a gigantic fish that drags him out to sea.,11 Oct 1958,"John Sturges, Fred Zinnemann","Spencer Tracy, Felipe Pazos, Harry Bellaver",80%
0046912,A former tennis star arranges the murder of his adulterous wife.,29 May 1954,Alfred Hitchcock,"Ray Milland, Grace Kelly, Robert Cummings",90%
0092890,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",21 Aug 1987,Emile Ardolino,"Patrick Swayze, Jennifer Grey, Jerry Orbach",71%
0105236,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",02 Sep 1992,Quentin Tarantino,"Harvey Keitel, Tim Roth, Michael Madsen",90%
0091763,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",06 Feb 1987,Oliver Stone,"Charlie Sheen, Tom Berenger, Willem Dafoe",89%
0098627,"Two idiots try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",05 Jul 1989,Ted Kotcheff,"Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart",54%
0103772,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,20 Mar 1992,Paul Verhoeven,"Michael Douglas, Sharon Stone, George Dzundza",57%
0101761,"The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.",01 Mar 1991,Oliver Stone,"Val Kilmer, Meg Ryan, Kyle MacLachlan",57%
0104036,"A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world.",19 Feb 1993,Neil Jordan,"Stephen Rea, Jaye Davidson, Forest Whitaker",94%
0104348,An examination of the machinations behind the scenes at a real estate office.,02 Oct 1992,James Foley,"Al Pacino, Jack Lemmon, Alec Baldwin",95%
0084707,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",04 Mar 1983,Alan J. Pakula,"Meryl Streep, Kevin Kline, Peter MacNicol",78%
0083866,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,11 Jun 1982,Steven Spielberg,"Henry Thomas, Drew Barrymore, Peter Coyote",99%
0029992,An elderly miser learns the error of his ways on Christmas Eve.,16 Dec 1938,Edwin L. Marin,"Reginald Owen, Gene Lockhart, Kathleen Lockhart",100%
0099371,A young hot-shot stock car driver gets his chance to compete at the top level.,27 Jun 1990,Tony Scott,"Tom Cruise, Nicole Kidman, Robert Duvall",38%
0092099,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",16 May 1986,Tony Scott,"Tom Cruise, Tim Robbins, Kelly McGillis",58%
0048545,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",27 Oct 1955,Nicholas Ray,"James Dean, Natalie Wood, Sal Mineo",93%
0044081,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,19 Sep 1951,Elia Kazan,"Vivien Leigh, Marlon Brando, Kim Hunter",97%
0115885,"All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing ...",08 Oct 1996,Greg Spence,"Naomi Watts, Jamie Renée Smith, Karen Black, Mark Salling",N/A
0102336,A dark comedy about the wild night Hank has when he discovers that he has won a $200 million lottery jackpot.,27 Sep 1996,Erik Burke,"Brendan Kelly, John Salemmo, Nadine Miral",N/A
0117040,A documentary on insect life in meadows and ponds.,06 Sep 1996,"Claude Nuridsany, Marie Pérennou","Kristin Scott Thomas, Jacques Perrin",97%
0117284,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a...",25 Oct 1996,Alan Taylor,"William Forsythe, Vincent Gallo, Adam Trese",64%
0116378,"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.",01 Nov 1996,Abel Ferrara,"Christopher Walken, Chris Penn, Annabella Sciorra",79%
0113057,"One morning Valerie has to tell her unemployed boyfriend Remi that she is pregnant. She has decided to keep the child, but they argue whether they should break up or not. That same day she starts working in room service at a smart...",30 Oct 1996,Benoît Jacquot,"Virginie Ledoyen, Benoît Magimel, Dominique Valadié",75%
0116581,An unusual and wonderful friendship develops between a busy but unhappy salesman and a resident of a mental asylum.,07 Mar 1997,Jaco Van Dormael,"Daniel Auteuil, Pascal Duquenne, Miou-Miou",67%
0112907,The lives of Jim and other alcoholics in and outside an AA meeting.,14 Mar 1997,Peter Cohn,"Richard Lewis, Liza Harris, Liam Ahern",63%
0117318,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",10 Jan 1997,Milos Forman,"Woody Harrelson, Courtney Love, Edward Norton",88%
0116422,"With college graduation pending, the old gang tries to avoid the inevitability of breaking up and going forward with their lives.",27 Sep 1996,Rich Wilkes,"Ben Affleck, Sam Rockwell, Megan Ward",N/A
0117320,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.",19 Apr 1996,"R.J. Cutler, David Van Taylor","Don Baker, Mark Goodin, Mark Merritt",89%
0082846,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",12 Feb 1982,Mark Rydell,"Katharine Hepburn, Henry Fonda, Jane Fonda",93%
0072081,"Inspector Jacque Clouseau (Peter Sellers) is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue.",21 May 1975,Blake Edwards,"Peter Sellers, Christopher Plummer, Catherine Schell",84%
0101775,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,24 May 1991,Ate de Jong,"Phoebe Cates, Rik Mayall, Marsha Mason",11%
0096754,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,09 Aug 1989,James Cameron,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn",88%
0080749,An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.,08 Feb 1980,John Carpenter,"Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh",75%
0082340,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",10 Jul 1981,John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine",86%
0082533,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.",10 Apr 1981,Joe Dante,"Dee Wallace, Patrick Macnee, Dennis Dugan",74%
0091288,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,28 Aug 1987,Claude Berri,"Yves Montand, Gérard Depardieu, Daniel Auteuil",96%
0091480,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.,04 Dec 1987,Claude Berri,"Yves Montand, Emmanuelle Béart, Daniel Auteuil",79%
0081375,A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.,10 Oct 1980,Howard Zieff,"Goldie Hawn, Eileen Brennan, Armand Assante",83%
0071853,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",25 May 1975,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle",98%
0116587,"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema.",19 Jul 1996,"Rick Castro, Bruce La Bruce","Tony Ward, Bruce La Bruce, Kevin P. Scott",N/A
0116212,"Chronicles the life of Dorothy Day who dedicated herself in service to her socialist beliefs and her adopted faith of Catholicism. The movement she created continues to thrive to this day, with more than 200 communities across the...",27 Sep 1996,Michael Ray Rhodes,"Moira Kelly, Martin Sheen, Lenny von Dohlen",50%
0116886,"The childhood, adolescence, and incredible adult years of Al Hirshfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years.",27 Sep 1996,Susan Warms Dryfoos,"Julie Andrews, Lauren Bacall, Carol Channing",N/A
0118147,"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, George Foreman, and the underdog challenger, Muhammad Ali.",14 Feb 1997,Leon Gast,"Muhammad Ali, George Foreman, Don King",98%
0108598,"Wallace lets out his spare room to a penguin. The penguin and Gromit, Wallace's dog, immediately don't see eye-to-eye. Meanwhile, Wallace has modified a giant pair of robotic trousers (ex NASA), designed to take Gromit for walks.",17 Dec 1993,Nick Park,Peter Sallis,N/A
0084589,"In medieval France, some villagers challenge a man's claim of identity when he (as he says) returns home from some time in the army.",26 Aug 1983,Daniel Vigne,"Gérard Depardieu, Nathalie Baye, Maurice Barrier",100%
0109781,An ordinary man is lured into a strange puppet theatre by a map and finds himself embroiled in a production of the Faustian legend.,07 Apr 1995,Jan Svankmajer,"Petr Cepek, Jan Kraus, Vladimír Kudla",N/A
0034493,Four-year-old Pricò becomes the subject of emotional folly by his capricious parents and negligent relatives.,25 Apr 1947,Vittorio De Sica,"Emilio Cigoli, Luciano De Ambrosis, Isa Pola",N/A
0078875,"In 1924, Oskar Matzerath is born in the Free City of Danzig. At age three, he falls down a flight of stairs and stops growing. In 1939, World War II breaks out.",11 Apr 1980,Volker Schlöndorff,"David Bennent, Mario Adorf, Angela Winkler",84%
0069198,"A member of the House of Lords dies, leaving his estate to his son. Unfortunately, his son thinks he is Jesus Christ. Their other, somewhat more respectable, family members plot to steal the estate from him; murder and mayhem ensue.",15 Sep 1972,Peter Medak,"Peter O'Toole, Alastair Sim, Arthur Lowe",83%
0110521,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,26 May 1995,Martine Dugowson,"Romane Bohringer, Elsa Zylberstein, Florence Thomassin",N/A
0116059,"When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed.",01 Nov 1996,Garry Marshall,"Greg Kinnear, Laurie Metcalf, Maria Pitillo",12%
0112483,A martial arts instructor comes to the defense of a schoolteacher who has taken a stand against a local white supremacist organization.,17 May 1995,Phillip Rhee,"Phillip Rhee, Christopher McDonald, Gina Gershon",N/A
0103850,"A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent.",04 Sep 1992,Tim Robbins,"Tim Robbins, Giancarlo Esposito, Alan Rickman",95%
0095765,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,23 Feb 1990,Giuseppe Tornatore,"Philippe Noiret, Enzo Cannavale, Antonella Attili",90%
0097108,"At Le Hollandais gourmet restaurant, every night is filled with opulence, decadence and gluttony. But when the cook, a thief, his wife and her lover all come together, they unleash a shocking torrent of sex, food, murder and revenge.",06 Apr 1990,Peter Greenaway,"Richard Bohringer, Michael Gambon, Helen Mirren",86%
0101700,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,03 Apr 1992,"Marc Caro, Jean-Pierre Jeunet","Marie-Laure Dougnac, Dominique Pinon, Pascal Benezech",89%
0101765,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",22 Nov 1991,Krzysztof Kieslowski,"Irène Jacob, Wladyslaw Kowalski, Halina Gryglaszewska",84%
0101811,"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa.",25 Dec 1992,Mike Newell,"Alfred Molina, Joan Plowright, Miranda Richardson",84%
0050825,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",25 Dec 1957,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou",96%
0099703,"A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play.",25 Jan 1991,Stephen Frears,"Anjelica Huston, John Cusack, Annette Bening",91%
0102014,The owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club.,01 Feb 1992,Peter Chelsom,"Ned Beatty, Adrian Dunbar, Brian Flanagan",90%
0116209,"At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",06 Dec 1996,Anthony Minghella,"Ralph Fiennes, Juliette Binoche, Willem Dafoe",86%
0102426,"In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war.",31 Jan 1991,Gabriele Salvatores,"Diego Abatantuono, Claudio Bigagli, Giuseppe Cederna",80%
0097937,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",30 Mar 1990,Jim Sheridan,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan",98%
0098724,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,22 Sep 1989,Steven Soderbergh,"James Spader, Andie MacDowell, Peter Gallagher",96%
0105107,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",11 Dec 1992,John Sayles,"Mary McDonnell, Alfre Woodard, Angela Bassett",100%
0105488,A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,12 Feb 1993,Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter",N/A
0096257,"A film that successfully argued that a man was wrongly convicted for murder by a corrupt justice system in Dallas County, Texas.",25 Aug 1988,Errol Morris,"Randall Adams, David Harris, Gus Rose",100%
0101026,An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.,22 Jan 1990,Pedro Almodóvar,"Victoria Abril, Antonio Banderas, Loles León",68%
0102370,Documentary following singer Madonna on her controversial Blond Ambition tour in 1990.,24 May 1991,Alek Keshishian,"Madonna, Donna DeLory, Niki Haris",85%
0100332,"A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",01 Aug 1991,Jennie Livingston,"Brooke Xtravaganza, André Christian, Dorian Corey",98%
0073486,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",19 Nov 1975,Milos Forman,"Jack Nicholson, Louise Fletcher, Michael Berryman",93%
0078446,"Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail.",15 Sep 1978,"Lou Adler, Tommy Chong","Cheech Marin, Tommy Chong, Strother Martin",47%
0080684,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",20 Jun 1980,Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher",94%
0093779,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",09 Oct 1987,Rob Reiner,"Cary Elwes, Mandy Patinkin, Robin Wright",97%
0082971,"Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis.",12 Jun 1981,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman",96%
0088846,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,18 Dec 1985,Terry Gilliam,"Jonathan Pryce, Kim Greist, Robert De Niro",98%
0090605,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",18 Jul 1986,James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn",98%
0060196,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,29 Dec 1967,Sergio Leone,"Clint Eastwood, Eli Wallach, Lee Van Cleef",97%
0094336,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",19 Jun 1987,Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths",92%
0050083,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,10 Apr 1957,Sidney Lumet,"Henry Fonda, Lee J. Cobb, Martin Balsam",100%
0056172,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",11 Dec 1962,David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn",94%
0066921,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",02 Feb 1972,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates",88%
